full_name,spkid,neo,pha,a,e,i,q,ad,per,n,ma,H,diameter,albedo,rot_per,GM,spec_B,spec_T,full_name_gaia,da_dt,e_da_dt,SNR,FAccept,normalized_name,number_only,clean_name
1864 Daedalus (1971 FA),20001864,True,False,1.46,0.614,22.2,0.563,2.36,645.0,0.558,258.0,14.84,3.7,0.273,8.572,,,,1994 CJ1,-0.00545746,0.00155614,3.50705,1,1994 cj1,1994,1994 CJ1
847431 (1994 CJ1),20847431,True,True,1.49,0.325,2.31,1.01,1.98,664.0,0.542,113.0,21.51,,,30.0,,,,390725,-0.00247571,0.000706102,3.50617,1,390725,390725,390725
390725 (2003 HB),20390725,True,True,0.85,0.38,18.1,0.527,1.17,286.0,1.26,131.0,19.69,0.293,0.271,,,,,2009 JR2,-0.00517787,0.0014786,3.50188,1,2009 jr2,2009,2009 JR2
(2009 JR2),3459812,True,False,1.25,0.179,19.7,1.03,1.47,510.0,0.705,238.0,22.95,,,,,,,2012 XE133,-0.0133979,0.00384799,3.4818,1,2012 xe133,2012,2012 XE133
(2012 XE133),3620867,True,False,0.723,0.433,6.73,0.41,1.04,225.0,1.6,205.0,23.3,,,,,,,2019 QG,-0.00995281,0.00287124,3.46638,1,2019 qg,2019,2019 QG
(2019 QG),3843572,True,True,0.822,0.239,12.6,0.626,1.02,272.0,1.32,323.0,21.38,,,,,,,508772,-0.00327198,0.000947924,3.45173,1,508772,508772,508772
508772 (1998 WP7),20508772,True,False,1.23,0.433,22.0,0.695,1.76,495.0,0.727,29.1,19.85,,,,,,,2009 HD82,-0.00224858,0.000652194,3.44772,1,2009 hd82,2009,2009 HD82
665390 (2009 HD82),20665390,True,False,1.25,0.477,5.8,0.656,1.85,513.0,0.702,228.0,21.69,,,,,,,2016 GL2,-0.00249517,0.000724917,3.442,Rej.,2016 gl2,2016,2016 GL2
(2016 GL2),3749032,True,False,1.45,0.265,14.9,1.07,1.84,639.0,0.564,197.0,23.67,,,,,,,468727,-0.00613243,0.0017866,3.43246,1,468727,468727,468727
468727 (2010 JE87),20468727,True,True,0.904,0.437,16.9,0.509,1.3,314.0,1.15,293.0,20.77,0.308,0.108,,,,,344074,0.00168172,0.000491077,3.42456,1,344074,344074,344074
344074 (1997 UH9),20344074,True,False,0.83,0.475,25.5,0.436,1.22,276.0,1.3,209.0,19.01,,,,,,,163348,0.00188803,0.000551352,3.42436,1,163348,163348,163348
163348 (2002 NN4),20163348,True,True,0.876,0.435,5.42,0.495,1.26,299.0,1.2,329.0,20.05,0.735,0.03,14.5,,,,525268,-0.00228342,0.000667473,3.42099,1,525268,525268,525268
525268 (2004 XL14),20525268,True,True,0.76,0.41,21.5,0.448,1.07,242.0,1.49,78.2,21.43,,,,,,,86666,-0.00103783,0.000303854,3.41557,1,86666,86666,86666
86666 (2000 FL10),20086666,True,False,1.46,0.427,29.0,0.838,2.09,646.0,0.557,224.0,16.88,1.165,0.228,206.0,,,,3671,-0.000836855,0.000245031,3.4153,1,3671,3671,3671
3671 Dionysus (1984 KD),20003671,True,True,2.2,0.544,13.5,1.0,3.39,1190.0,0.303,252.0,16.49,1.5,0.16,2.7053,,,,2000 AH205,-0.00712183,0.00208633,3.41358,1,2000 ah205,2000,2000 AH205
(2000 AH205),3092248,True,False,1.15,0.407,2.59,0.681,1.61,449.0,0.802,96.7,22.6,,,,,,,508908,-0.00153447,0.000449586,3.41308,1,508908,508908,508908
508908 (2003 YX1),20508908,True,True,0.88,0.267,5.76,0.645,1.11,301.0,1.19,315.0,20.95,,,,,,,136897,-0.00134479,0.000395765,3.39795,1,136897,136897,136897
136897 (1998 HJ41),20136897,True,False,1.36,0.125,38.9,1.19,1.53,581.0,0.619,22.3,18.56,,,15.3,,,,2003 GH21,-0.00371471,0.00109672,3.38712,1,2003 gh21,2003,2003 GH21
(2003 GH21),3152315,True,False,1.48,0.262,20.1,1.09,1.87,659.0,0.546,219.0,21.59,,,,,,,329275,-0.00177739,0.000524835,3.38656,1,329275,329275,329275
329275 (1999 VP6),20329275,True,False,1.38,0.304,12.8,0.959,1.8,591.0,0.609,63.1,20.1,,,,,,,161989,-0.000393206,0.000116168,3.3848,1,161989,161989,161989
161989 Cacus (1978 CA),20161989,True,True,1.12,0.214,26.1,0.883,1.36,434.0,0.829,310.0,17.31,1.9,0.09,3.7538,,,,2016 UW80,-0.00841304,0.00249118,3.37712,1,2016 uw80,2016,2016 UW80
(2016 UW80),3762440,True,False,1.16,0.169,13.0,0.967,1.36,459.0,0.784,346.0,23.91,,,,,,,216115,-0.0115421,0.00342272,3.3722,Rej.,216115,216115,216115
216115 (2006 SU19),20216115,True,True,1.53,0.587,2.09,0.631,2.42,689.0,0.522,302.0,18.91,,,,,,,398188,-0.00141857,0.000420744,3.37156,1,398188,398188,398188
398188 Agni (2010 LE15),20398188,True,True,0.865,0.273,13.3,0.628,1.1,294.0,1.23,253.0,19.33,0.462,0.137,21.99,,,,90373,-0.00911138,0.00270358,3.37012,Rej.,90373,90373,90373
90373 (2003 SZ219),20090373,True,False,1.63,0.204,9.87,1.29,1.96,758.0,0.475,227.0,18.8,,,,,,,2017 DN109,0.01438,0.0042693,3.36824,1,2017 dn109,2017,2017 DN109
(2017 DN109),3770288,True,True,1.2,0.827,7.09,0.207,2.18,478.0,0.754,289.0,21.82,,,,,,,370307,-0.0119569,0.0035534,3.36493,Rej.,370307,370307,370307
370307 (2002 RH52),20370307,True,False,1.98,0.491,16.2,1.01,2.95,1020.0,0.354,74.1,16.97,,,4.218,,,,313276,0.00182211,0.000542083,3.36132,1,313276,313276,313276
313276 (2002 AX1),20313276,True,False,0.88,0.542,33.0,0.403,1.36,301.0,1.19,69.7,19.86,,,131.0,,,,452376,0.00105336,0.000313432,3.36073,1,452376,452376,452376
452376 (2002 AC5),20452376,True,True,1.76,0.494,16.5,0.891,2.63,853.0,0.422,99.3,19.97,,,,,,,2014 WL368,-0.0193932,0.00578107,3.35461,Rej.,2014 wl368,2014,2014 WL368
864101 (2014 WL368),20864101,True,False,1.67,0.235,7.95,1.28,2.06,787.0,0.457,57.1,19.63,,,,,,,474163,-0.00380405,0.00113786,3.34315,1,474163,474163,474163
474163 (1999 SO5),20474163,True,True,1.09,0.0645,13.4,1.02,1.16,413.0,0.872,203.0,20.81,,,1.38,,,,138911,-0.000964578,0.000288528,3.34311,1,138911,138911,138911
138911 (2001 AE2),20138911,True,False,1.35,0.0817,1.66,1.24,1.46,573.0,0.629,211.0,19.44,,,15.88,,,,10145,-0.00508622,0.00152296,3.3397,Rej.,10145,10145,10145
10145 (1994 CK1),20010145,True,False,1.9,0.633,4.55,0.698,3.1,957.0,0.376,139.0,17.0,,,49.2892,,,,354030,-0.012433,0.00372793,3.3351,Rej.,354030,354030,354030
354030 (2001 RB18),20354030,True,False,2.35,0.539,4.18,1.08,3.61,1310.0,0.274,253.0,18.61,,,26.755,,,,7341,-0.000246517,7.39937e-05,3.3316,1,7341,7341,7341
7341 (1991 VK),20007341,True,True,1.84,0.506,5.41,0.91,2.77,913.0,0.394,196.0,16.96,0.982,0.235,4.2096,,,,286079,-0.00147734,0.000443602,3.33032,1,286079,286079,286079
286079 (2001 TW1),20286079,True,False,0.911,0.526,31.3,0.432,1.39,318.0,1.13,349.0,19.29,,,,,,,2007 US12,-0.00698525,0.00210987,3.31076,1,2007 us12,2007,2007 US12
(2007 US12),3390647,True,False,0.906,0.515,8.8,0.44,1.37,315.0,1.14,66.5,22.13,,,,,,,137924,-0.00179163,0.000541213,3.31039,1,137924,137924,137924
137924 (2000 BD19),20137924,True,False,0.876,0.895,25.8,0.092,1.66,300.0,1.2,333.0,17.5,0.97,0.247,10.57,,,,162825,-0.00392973,0.00118735,3.30966,Rej.,162825,162825,162825
162825 (2001 BO61),20162825,True,True,1.77,0.744,9.07,0.453,3.09,862.0,0.417,146.0,17.97,,,,,,,524196,-0.00651399,0.00197064,3.30553,Rej.,524196,524196,524196
524196 (2001 QP181),20524196,True,False,2.24,0.53,4.52,1.05,3.43,1220.0,0.294,106.0,18.71,,,17.05,,,,106589,0.00554995,0.00168598,3.29183,Rej.,106589,106589,106589
106589 (2000 WN107),20106589,True,False,2.15,0.618,14.4,0.82,3.47,1150.0,0.314,279.0,16.01,,,141.1,,,,2010 KQ10,-3.32158,1.00921,3.29125,Rej.,2010 kq10,2010,2010 KQ10
(2010 KQ10),3523945,True,True,2.38,0.662,6.7,0.805,3.96,1340.0,0.268,99.8,21.64,,,,,,,1865,-0.000619167,0.00018823,3.28941,1,1865,1865,1865
1865 Cerberus (1971 UA),20001865,True,False,1.08,0.467,16.1,0.576,1.58,410.0,0.878,320.0,16.78,1.2,0.22,6.8039,,,,369986,0.00202891,0.000617202,3.28727,1,369986,369986,369986
369986 (1998 SO),20369986,True,False,0.731,0.699,30.3,0.22,1.24,228.0,1.58,348.0,20.44,,,,,,,2009 SW19,-0.10178,0.0310664,3.27621,Rej.,2009 sw19,2009,2009 SW19
(2009 SW19),3467709,True,False,1.26,0.328,62.9,0.849,1.68,518.0,0.695,251.0,19.61,,,,,,,2007 TH1,-0.0122066,0.00372809,3.27421,1,2007 th1,2007,2007 TH1
(2007 TH1),3387458,True,True,1.36,0.418,20.1,0.793,1.93,580.0,0.62,183.0,21.88,,,,,,,154300,-0.00148068,0.000453765,3.26311,1,154300,154300,154300
154300 (2002 UO),20154300,True,False,1.21,0.473,8.29,0.638,1.78,486.0,0.741,189.0,19.37,,,,,,,209215,-0.0211736,0.00650796,3.25349,1,209215,209215,209215
209215 (2003 WP25),20209215,True,False,0.989,0.121,2.56,0.869,1.11,359.0,1.0,269.0,24.3,,,,,,,441823,-0.00965044,0.00296793,3.25157,1,441823,441823,441823
441823 (2009 QO5),20441823,True,False,1.6,0.238,8.56,1.22,1.98,736.0,0.489,23.9,22.11,,,,,,,2017 JF3,-0.00274995,0.000846963,3.24684,1,2017 jf3,2017,2017 JF3
(2017 JF3),3774612,True,True,0.906,0.349,5.82,0.59,1.22,315.0,1.14,198.0,21.74,,,,,,,2003 AC23,0.148545,0.0457808,3.2447,Rej.,2003 ac23,2003,2003 AC23
(2003 AC23),3145520,True,True,2.17,0.582,2.06,0.908,3.43,1170.0,0.308,39.7,21.9,,,,,,,23548,-0.00578465,0.00178451,3.24159,Rej.,23548,23548,23548
23548 (1994 EF2),20023548,True,False,2.29,0.518,23.4,1.1,3.48,1270.0,0.285,67.0,17.28,,,,,,,338292,-0.00137484,0.000426387,3.2244,1,338292,338292,338292
338292 (2002 UA31),20338292,True,False,0.799,0.487,30.7,0.41,1.19,261.0,1.38,277.0,19.11,,,2.5564,,,,2013 KS1,-0.0418094,0.0129699,3.22357,1,2013 ks1,2013,2013 KS1
(2013 KS1),3638576,True,False,1.48,0.387,1.63,0.904,2.05,654.0,0.55,320.0,26.82,,,,,,,4660,0.000738005,0.000229096,3.22138,1,4660,4660,4660
4660 Nereus (1982 DB),20004660,True,True,1.48,0.359,1.45,0.952,2.02,661.0,0.545,49.8,18.75,0.33,0.55,15.1749,,,,2007 GU4,0.691437,0.215033,3.2155,Rej.,2007 gu4,2007,2007 GU4
(2007 GU4),3373918,True,False,1.2,0.457,3.16,0.654,1.75,482.0,0.747,93.0,22.65,,,,,,,443837,-0.00114183,0.000355932,3.20801,1,443837,443837,443837
443837 (2000 TJ1),20443837,True,False,1.16,0.0808,39.5,1.07,1.25,457.0,0.788,158.0,19.68,0.253,0.399,14.09,,,,323300,-0.00280752,0.000875314,3.20745,1,323300,323300,323300
323300 (2003 UD22),20323300,True,False,1.17,0.318,10.1,0.797,1.54,461.0,0.78,240.0,19.63,,,,,,,2008 SZ150,-0.00962163,0.00300536,3.20149,1,2008 sz150,2008,2008 SZ150
(2008 SZ150),3428532,True,False,1.41,0.33,13.1,0.944,1.87,611.0,0.589,119.0,24.02,,,,,,,173664,-0.0047431,0.0014836,3.19703,1,173664,173664,173664
173664 (2001 JU2),20173664,True,False,1.52,0.269,4.02,1.11,1.93,683.0,0.527,337.0,19.76,,,,,,,159467,-0.00326529,0.00102303,3.19179,Rej.,159467,159467,159467
159467 (2000 QK25),20159467,True,False,1.81,0.283,6.14,1.3,2.32,889.0,0.405,106.0,18.34,,,3.0,,,,162080,-0.00107151,0.000336027,3.18877,1,162080,162080,162080
